PowerDemand,HeatDemand,PV,Wind
97.91996665,130.6424586,0,37.04593131
89.92956786,133.1588596,0,50.30146654
84.15936671,135.9647077,0,62.83682271
80.85508819,139.3502695,0,69.7201134
79.93000584,142.8845733,0,54.48723073
80.5255276,146.5094014,0,38.76665259
83.04926789,149.7898744,0,44.67769972
91.14373844,152.2553272,30.20026709,47.72446187
109.7321119,154.0686751,168.6562305,37.20563232
128.6327006,155.1754655,347.6229873,40.70872047
138.1465944,155.6484537,476.5432164,37.15744284
139.5399997,155.1614447,515.9329169,32.71441975
140.8871509,153.6562204,446.1119387,36.85945948
139.1092582,150.8104937,634.1490187,59.74205764
134.9955327,146.4797945,693.2060694,81.18778274
133.8391797,141.025961,614.0435673,92.68852436
130.2515947,134.988649,544.2747893,113.6370683
125.429603,129.1868652,406.0120363,109.698771
123.981271,124.7075938,257.4478571,116.0834119
130.1937771,122.1301842,98.59084165,120.5202108
126.8258992,121.5090892,0,130.8589708
120.7203557,122.1379725,0,145.4571667
121.6107474,123.1832898,0,163.2323715
117.1269889,124.5364996,0,181.8118231
107.8038934,125.9297674,0,189.1432451
96.55836107,127.5766964,0,172.9512739
89.27044668,129.2957043,0,171.3458265
85.2405567,131.7031098,0,174.7172385
84.39641906,134.58531,0,185.4513315
85.29259258,137.8840228,0,214.0850672
88.78188757,141.8166659,0,207.248242
97.26373636,145.6950136,29.99313656,196.7075164
114.3922142,149.1386249,177.8396539,196.6183579
132.4515562,151.6583103,345.2415812,199.2455725
140.1731029,153.5441936,492.9144582,199.1313937
141.5693991,154.1440273,620.8751848,220.7573364
144.71757,153.1822251,699.1899847,235.6592942
144.888132,150.4451838,728.9335606,245.705101
144.2116656,146.5492225,718.4049337,244.8202548
147.2586556,140.9867063,659.3831831,245.9218686
144.9025865,134.1886066,560.1622298,248.674265
140.1615394,127.4086669,433.1520056,231.7945904
138.6611715,121.6251873,264.9727763,236.2803229
145.3593459,117.7435688,58.75166996,250.0826312
141.1242032,115.4922138,0,242.4008193
133.6628359,115.3603096,0,235.4690162
129.7659265,116.6229967,0,218.9504734
122.4404307,118.8456812,0,209.4155691
111.7904201,121.6518443,0,224.068591
100.2008728,125.4724577,0,232.1007393
94.47981666,131.4301486,0,226.2268312
89.59711639,138.4022897,0,220.997805
89.18082933,146.9360667,0,230.5844151
89.19817463,156.5385253,0,244.2931929
92.51112579,166.4487337,0,247.0082013
100.2268908,174.8918171,49.30815586,249.1840545
115.8000739,180.2917446,107.8313752,250.009118
134.9406059,183.789589,146.8148747,238.1919341
142.5118268,182.9583705,391.0543982,227.4381136
143.9630497,178.2326831,371.4490481,223.3438453
145.5472532,169.9890453,537.527072,212.5096351
144.6857703,158.9920112,635.8275229,215.7853072
142.1562482,146.0752681,683.8361455,218.1151561
142.3499373,132.2527591,625.2226959,217.7148408
139.7857247,120.563875,497.9891711,214.9378954
134.2121036,111.1755178,430.2408982,209.4844387
133.1771677,104.8486194,253.9761483,204.8276703
139.950505,102.162529,77.80972861,207.2475554
136.36292,102.8456471,0,206.8249039
129.2542403,105.7569008,0,204.2155456
127.4185301,109.9540617,0,228.258124
120.7521554,115.0025358,0,242.3081555
111.4955501,119.8736997,0,251.6161544
100.024529,123.9116834,0,251.9864048
91.65253373,127.5870094,0,255.2136728
87.90595022,131.6246808,0,260.8306553
86.22923846,136.354515,0,257.4220591
86.60216228,142.261715,0,249.542416
88.36270963,149.0200855,0,239.7181585
95.65929666,156.0502772,68.36728451,235.5856794
114.1898525,162.6457324,204.0250208,231.8756497
132.4024112,167.4477887,223.3456701,237.9405723
141.2224932,170.2031491,428.215893,239.8304405
142.9078776,170.1508819,573.8547648,249.6502082
145.3766912,167.4501376,640.950436,250.2860615
144.4747359,162.9741542,670.316511,253.1224291
142.480027,156.9045142,659.9474845,253.8946473
142.0117041,149.8204242,621.0758853,249.4939453
138.5657724,141.9354873,524.206638,251.3326458
132.9401153,134.0687105,378.5461662,255.0113753
130.2862853,126.9810255,222.7924687,252.7406055
134.9897509,121.1430975,38.64744865,255.0671566
131.9254156,117.4788524,0,256.9317647
126.5425927,116.4774796,0,258.5600548
127.002243,118.7183283,0,257.053722
123.0446251,123.6581208,0,255.8116214
112.8282469,129.2900762,0,253.7641678
100.8426487,134.0888514,0,251.576909
93.32057284,137.7641799,0,251.446504
89.52195345,141.1497491,0,250.6436238
87.84235081,143.8145873,0,251.2273794
87.96376787,145.8091608,0,250.4604923
90.14638403,148.2201684,0,251.1741392
97.77253165,151.5551019,19.26037916,251.7565284
114.6581754,155.2160881,115.5307949,253.4390716
134.1716312,157.8444642,251.2617413,248.7266685
142.4655726,159.2956177,221.8199662,238.6255288
144.5152082,159.5694057,251.125041,234.4196578
147.3656182,158.8249786,415.0535594,245.9985357
145.9143953,157.2834697,385.5913842,204.7745563
140.6674438,155.0177774,299.4856644,178.1021487
136.3600291,152.0636876,183.0817673,194.6649941
130.4568474,148.0913826,183.0321672,206.6478368
124.8080633,143.3117694,154.6757948,203.3688874
123.8049271,138.3537652,19.20290902,197.4856115
128.8148262,134.0374181,0,226.8947193
126.8172265,130.2644917,0,246.8045747
119.3963316,127.6328597,0,247.1687694
118.0115989,126.395819,0,244.4559565
115.2739333,126.8795647,0,245.6852338
106.9077198,128.4902099,0,238.1968897
97.5354793,130.7892529,0,225.7597797
90.63205227,134.0298479,0,222.4875799
85.32150141,137.9588408,0,223.5100549
82.63876259,142.4713125,0,208.0803352
81.78884319,147.0743085,0,184.0652299
82.34100171,151.9850544,0,167.597353
84.28656553,156.9502532,10.07141571,142.7647849
87.08204875,161.4807156,38.26110766,133.9104112
95.73735048,165.3046205,76.50168527,107.7341503
105.0055193,168.2773551,133.8420416,70.11323977
111.1023901,169.6379877,182.0971648,48.75053208
112.5189225,169.5456686,344.9865806,43.07557442
108.9862642,167.5694265,287.579534,40.97765579
107.4165151,164.5429485,153.8037926,56.84960128
104.3926522,161.1541254,105.5233693,75.3223911
101.7735128,157.9426127,143.6744667,81.65196698
99.99562017,155.401365,133.591541,83.97760217
101.3051899,152.8784201,86.35947043,79.3821008
108.5670863,150.9531274,48.187783,62.75216247
108.7116304,149.0278348,0,53.98568196
101.2878446,147.1569952,0,57.67668911
102.013456,145.2678531,0,53.31010763
101.3138625,143.9039718,0,53.94265711
94.35550872,143.0148853,0,50.38769311
88.50436286,143.0315649,0,42.08629631
82.6705623,144.3158489,0,33.04531062
78.19836732,146.0711625,0,19.24569908
76.29038497,148.409955,0,9.753292864
75.92035203,150.9479559,0,6.182201272
76.38867497,154.1197591,0,8.269796277
78.41229261,157.4546994,57.0408356,7.057846456
79.47613731,160.3549034,181.0817622,4.716920964
85.98351346,162.8746023,153.0285906,6.359897686
94.47114402,164.4344467,199.9845105,4.378404076
100.0534378,164.4908733,209.9282358,4.279364065
102.111746,163.4204008,237.8559071,7.704091809
101.2068999,160.9007417,333.7097518,14.38430212
99.03006547,157.3308467,228.7406839,13.27743051
96.67977812,153.1812384,171.7599384,17.45850861
95.33840872,148.6655198,66.88887073,16.63842194
94.08954755,144.602698,28.94428388,16.50922731
96.31552695,140.6668631,47.89518225,14.51262564
105.7571487,137.3286804,28.92906384,13.87582354
107.7692028,134.7512869,0,12.34496106
103.7797852,132.7717671,0,12.41451691
105.0055193,131.5347337,0,16.34497842
103.2016087,130.8229612,0,19.58159871
94.54052519,130.9120359,0,18.42607951
87.47809963,131.9068767,0,18.66390992
81.92760554,133.408533,0,12.01440872
79.03961408,135.4899031,0,10.46464479
78.21571261,138.154752,0,11.5883189
78.4469832,141.3448618,0,15.38221239
81.04010466,144.6253533,0,15.80180141
87.95220434,147.5255611,0,17.97055196
104.9650469,150.3170851,0,23.46841299
126.0337974,152.4020515,47.70751177,27.19317885
135.3655656,153.6358477,66.57439993,26.75265992
136.8919515,153.257542,104.3058662,35.16488527
138.4530279,151.5349687,104.2787662,35.53455881
137.4094194,148.0371566,123.1162143,34.09073786
134.4289197,142.7283197,151.8700876,39.88736869
133.0788777,136.5137169,170.6854357,42.61021659
128.79459,129.8243199,189.4909837,42.94482956
123.0446251,123.8051878,47.60844152,42.22019642
119.8848907,119.2172524,28.7559834,38.01044965
125.8747989,116.639863,18.83524808,35.09197477
123.3857492,115.692736,0,44.03481044
118.1763792,115.8869033,0,48.96240991
118.2977963,116.2801364,0,74.76278073
114.7246657,117.1986305,0,74.65289828
104.1209093,118.374551,0,65.44627537
93.71951461,119.8041328,0,72.33014645
86.62528934,122.2839509,0,92.1566033
83.34413789,125.8869034,0,121.4687316
82.34967436,130.6167555,0,139.9138433
82.88448759,135.7631844,0,166.0845031
85.65395288,140.8913108,0,194.53032
93.88718578,145.6391536,9.882649225,228.2221546
112.8051198,149.3001552,28.65232313,241.4425536
132.43132,151.3851263,75.06956161,249.0526032
141.7341794,152.0755065,103.6878647,246.5946622
144.1567388,151.4798371,131.3043352,254.222584
147.2095106,149.4312161,188.5165812,250.4669758
146.6313341,146.4768294,150.9719854,252.9427398
143.708652,143.0156275,225.9067766,254.7382328
144.445827,139.4094489,357.0189113,257.0985912
141.8816144,136.1979491,140.9962599,256.465077
136.4351921,133.1132935,66.04432858,260.0257086
135.3655656,130.155625,47.30326074,261.5440654
142.6014441,127.0348198,18.71942778,257.7849615
137.9326691,123.8053307,0,253.7947909
131.7808715,121.0650311,0,251.4253853
129.0460968,118.5237973,0,249.1009885
124.8196268,116.8338769,0,249.3357553
114.3864325,116.1621719,0,259.6732768
102.3921616,116.3962332,0,258.2943578
94.5549796,117.8978989,0,259.2131253
90.81128697,120.1966467,0,258.074103
88.91775904,123.7309783,0,254.636347
88.97557669,128.007939,0,248.7834407
91.34899109,132.9187022,0,240.7474671
98.68894135,138.3186549,9.822332071,230.0720185
116.5372489,143.5012396,28.47755269,222.9822838
134.7931709,148.085951,37.30597522,211.2173941
143.3790915,151.3847556,65.75970785,205.1295104
145.1714385,153.3975107,111.8613855,192.645195
148.6404973,153.739946,150.0918831,177.0539349
146.5995344,152.5245107,140.246558,159.7587694
143.5727806,150.1501555,65.69335768,150.8482733
142.4453365,146.9787186,65.67680764,145.9879187
139.8637785,143.3324874,55.86022258,115.1953496
133.3621841,139.378364,28.41296252,121.0109575
131.7895442,135.5512277,18.6107075,111.0557079
137.1376765,132.5391119,9.792646996,91.09257103
133.2205309,130.3964695,0,64.65397437
127.8059083,130.1559104,0,44.13119871
125.8083086,132.7228366,0,31.08467945
122.457776,136.4671286,0,25.40739023
111.2238072,140.468847,0,28.59421053
97.75518635,144.5068586,0,29.28527235
90.14349315,148.7256333,0,22.94250736
87.13697552,152.9807011,0,20.33891406
85.5845717,156.4063539,0,21.43930637
86.14540287,160.5746361,0,22.97038657
88.44654522,165.1593523,0,23.39387689
95.66218754,169.5811533,55.65066205,22.51636006
111.9205098,172.807429,242.0688179,15.32438954
133.954815,173.9142535,390.3362963,8.919262386
142.1273394,173.3004347,511.2133049,7.391213802
143.7375609,170.2050408,278.951512,4.937978053
144.937277,164.8958421,334.4635537,5.759668563
143.6277073,157.594165,371.4255481,8.026863915
140.1586485,148.9161353,157.889703,12.0314283
140.3118653,139.7670764,231.9038919,17.35896361
136.8110068,130.3605915,176.3201501,18.88416899
129.6878727,121.84174,186.0154748,24.2203711
127.0195883,114.8627694,176.2327498,22.72266994
132.4515562,109.3509241,102.2091609,14.8207604
129.1183689,106.0127619,18.4904172,7.83212959
123.4580212,104.1419466,0,4.275487549
122.5647386,103.4483544,0,2.965000807
120.5960477,103.171339,0,3.087922726
108.821484,103.5864868,0,3.950700488
95.71133254,104.6900324,0,6.107756525
88.52170816,106.1917095,0,7.876369401
85.57300817,108.3817846,0,11.55221295
84.02060435,111.0466544,0,16.06041057
83.98302288,114.3454694,0,19.0320458
86.43449111,118.1694026,0,17.07283587
93.6559152,122.6998938,18.44034707,17.28100086
109.3216066,127.3390694,138.7537542,14.07265355
130.9974424,131.9237924,324.002727,11.65702332
138.7305527,136.0920818,314.2250021,13.03927712
139.3983465,139.19169,222.0366667,16.88941286
140.7888609,140.5122943,193.8709949,22.52618072
137.9933777,139.1881866,600.8530337,33.80367744
132.5007012,135.6183176,415.6497609,39.02763442
128.4129936,130.1645257,406.8304384,43.67988486
121.1337518,123.3664664,138.4822535,51.96697833
115.3635507,116.369199,138.4484534,52.82330484
114.4355775,110.1510236,138.4146533,48.09928546
119.9398174,105.8347101,55.15881079,41.10866731
119.5235304,103.2573432,9.674626694,33.09843665
112.8831736,101.8212707,0,30.02036548
110.3565425,101.1276848,0,36.13334749
108.8677381,101.3940965,0,42.58503945
100.3222899,102.6787236,0,53.80040232
90.58579815,105.1951695,0,65.90886893
84.569872,109.087904,0,78.05964403
80.42434672,113.995089,0,73.60269514
78.55105496,120.0291736,0,70.49667856
78.11453173,126.5885192,0,72.4983901
78.57129114,133.0208783,0,75.30828188
80.89556054,138.5295332,18.33276679,68.58512039
84.08709465,142.6252946,46.30314819,65.46074823
91.98209432,145.0363413,91.61950386,57.64404387
103.2536446,145.5093765,137.8781519,52.83685794
109.9691642,143.6095208,147.4843765,59.30104192
112.4986863,139.713293,192.743492,70.93760939
111.9118372,134.2591946,220.6381632,72.63539876
110.6340672,127.3201239,192.6505917,83.58135001
107.2372804,120.2360765,174.3068449,73.7457113
104.7395581,113.3293397,165.5998227,64.81666859
103.1322275,107.2015521,155.934398,67.52256366
105.086464,102.8310137,155.8968979,64.24608308
112.0448178,100.036285,73.11926664,57.48360424
113.9267822,99.30655514,18.27542665,49.86555689
107.3904972,99.93548808,0,48.90189566
105.6154954,101.7416442,0,53.21065284
104.1729452,104.7251662,0,55.58937118
97.17122812,107.6400622,0,58.69471141
89.41788168,110.9173039,0,48.90549302
82.7197073,114.592677,0,50.2737172
78.38916555,118.5217116,0,58.81005626
75.82206203,122.7081727,0,71.1430498
75.09355968,127.0938425,0,67.27048698
75.37686615,131.8959464,0,50.51798149
76.60549115,136.3177668,72.9096961,48.74372933
78.45565585,139.7614303,283.8964246,55.171829
86.49809052,142.3898523,411.36005,62.67118222
96.25192754,143.6236835,502.3342822,66.60055693
101.9585293,143.1367287,602.8495388,63.48334018
103.6294593,140.87077,502.0955816,58.10145854
102.8229031,137.2643091,283.5591238,59.45128647
100.5680149,132.4989283,374.4774558,62.42331798
99.1225737,126.7190976,593.6599153,64.86382778
98.23507282,120.6818411,602.1347369,66.27757992
96.77517724,114.9887972,273.7197987,66.83173344
98.57908782,110.1835295,90.89939202,67.56684421
106.5694866,106.6280189,18.17557639,61.5246232
107.7374031,104.8114549,9.563835412,54.5392164
102.9529928,104.3535537,0,51.14488014
101.5769328,105.5076122,0,51.25656677
104.8551934,107.5129841,0,49.69380253
97.08739253,110.3192033,0,53.44266974
87.59084404,113.5964523,0,55.80460709
81.85822436,117.380517,0,45.10882612
78.28509379,122.5050844,0,37.87785339
76.97263321,129.5173405,0,32.02478663
77.48431938,138.1416991,0,27.2528881
80.65850819,146.0956505,9.541335354,26.96751358
86.16852993,151.9303722,100.1605557,27.96181414
100.0129655,155.3740431,254.63415,26.06819024
119.1014616,155.9374739,400.4542222,22.42534418
130.5233377,152.823947,536.6735699,18.77607519
134.6977718,146.4680561,590.8699082,18.25873765
136.4351921,138.9852662,544.9975911,18.49645411
134.4057927,131.9009203,590.5935075,18.46907866
131.3790389,125.0705484,472.3645057,15.01438664
130.6967906,118.5299364,399.8926207,10.66002548
127.3867303,112.6013716,344.5889796,7.896458821
121.3736951,107.5604402,362.5905255,6.647248736
117.4912401,103.7333373,208.3696319,2.938515639
122.8133545,101.1559917,63.73294268,1.548907892
121.3736951,100.2089085,9.510165275,1.46059051
115.626621,101.2725929,0,2.242631942
113.2156251,104.1656054,0,2.000195627
114.0626536,108.9967727,0,2.09277991
105.3900066,116.1503653,0,2.436710954
92.45908991,125.0791973,0,4.666606406
85.208757,134.514845,0,7.587106881
81.88713319,143.8781017,0,12.863206
80.10634966,152.7379961,0,15.65884696
80.70187143,160.2755211,0,16.51030268
82.44507348,165.8384292,9.488136218,24.355989
88.01580375,168.1952664,72.09317402,29.81460904
98.95779341,167.1828955,181.1396624,38.16311841
118.3122507,163.2902845,307.2026841,45.60576175
129.2744765,156.4815047,398.1339162,38.77933045
133.2494397,148.0606231,524.0888377,40.17168114
135.2904027,138.078106,587.4506995,40.45892898
133.3882021,129.2548219,613.8393668,35.27280179
130.2573765,122.5331422,577.7096746,37.83807073
129.0952418,116.5359589,514.1382123,37.78039407
124.5970289,111.5855594,460.0621743,36.2310892
118.9771536,107.3054251,342.6013745,35.37834753
115.921491,104.4564876,216.6787531,42.09688965
121.2580598,101.7704659,89.86794939,40.30355949
121.350568,99.95391769,17.96947587,35.62309608
116.0804895,99.82208475,0,40.59006455
113.7012933,100.9761591,0,50.58951587
113.8313831,103.1989153,0,56.1394561
103.8722934,105.1356774,0,55.29851074
92.14687461,107.0000486,0,43.36447862
85.57878994,108.5017623,0,31.2236955
82.04034995,109.7137168,0,26.1643522
81.00541407,111.2917821,0,18.52783135
80.5920179,113.1777401,0,10.86038426
81.27715701,115.6975007,9.436049085,7.605599822
86.65130728,118.3803986,81.13155709,7.699129653
98.11654665,120.7372444,206.5555272,6.297800474
117.1472251,122.6049012,341.3520713,6.834772244
128.4245571,123.5127038,377.0989625,7.915803268
132.2665397,123.6778777,557.0372218,7.896247437
134.2641394,123.2595734,620.0463827,5.417930628
132.3706115,123.0223448,646.2848496,5.598535681
128.9622612,122.7130378,619.7655819,7.238540335
127.2277318,122.3674383,574.4246662,7.908359535
123.2354233,121.8730971,502.7432832,7.819098743
117.2686422,120.8534955,376.501661,4.878321508
113.8602919,119.091408,241.8477173,4.297739078
118.8644092,116.514079,98.78705215,6.105350131
117.9769083,113.610698,17.87172562,7.230832883
112.9525548,110.9791385,0,8.504020955
110.0096366,108.6553291,0,9.172793871
110.4519416,107.2915173,0,14.42492666
101.9209478,107.0546053,0,14.72828553
89.88909551,108.049512,0,14.2310596
81.06034084,110.2033393,0,18.91801552
76.60838203,113.1542488,0,17.26784449
74.20027704,117.0146897,0,15.46513717
73.76086293,121.2917076,0,15.73519348
74.42865675,126.2025281,9.385050955,10.09716232
75.41444762,131.0591176,45.03815496,7.878310091
77.50166467,135.3722868,214.8214483,6.709487242
87.16010258,138.7615304,411.7272509,2.207695673
98.06161988,140.8648674,509.1523996,0.674475766
104.0255102,142.0082075,581.2228836,1.537739357
105.8034028,142.350701,616.7084741,4.19331404
104.6615043,142.1134814,669.9821101,6.860005203
101.3890255,141.4781309,598.633728,8.030896955
97.72338665,140.2630673,624.7256946,9.494039283
95.58124283,138.7905778,446.6684401,11.83770859
93.84093167,136.5754597,374.4813559,10.85488397
95.26035489,133.2918032,232.1268925,11.50252527
101.8053125,129.4102736,80.47771542,14.42206645
102.308326,125.4200603,17.77601537,14.75149909
97.54415194,122.0277209,0,15.67647646
96.68845077,120.0299729,0,25.8281458
99.32493547,119.209591,0,28.75221095
92.50245314,119.7334771,0,25.65707808
83.881842,121.3804978,0,26.55909481
77.51033732,124.5124916,0,25.69884999
73.33301234,128.7676199,0,22.66140929
71.6534097,133.3888591,0,20.68893823
71.1619597,138.3179911,0,26.72026786
71.55801058,142.5767159,0,36.34370764
72.84156234,145.6943685,17.73282526,44.55109885
74.94901557,147.0730752,35.45783051,53.14061691
82.56359965,146.9844356,142.7329643,61.1528249
92.60074314,145.3925212,284.4705261,64.20798731
99.11679194,142.6232416,266.6907807,60.04105491
100.4032346,139.2704838,355.1988066,78.58886465
99.35384429,135.4466969,364.4416302,83.24111351
95.76915019,131.3334634,311.2449944,77.45352753
92.60363402,126.2057801,372.6667512,73.26669813
90.73612403,119.9511979,488.0864458,85.27383688
89.23864698,113.1713554,399.5100197,80.54678538
90.51063521,106.4098159,256.9712559,80.78367854
97.026684,100.5719813,115.4255946,83.44723596
98.79877088,95.71230439,17.68231513,94.29974723
94.70530549,91.99392208,0,89.67899311
93.28010049,89.88749959,0,94.88560534
96.04089313,89.50186379,0,132.0711112
90.32850962,90.89523261,0,152.0678771
82.8179973,93.84647264,0,163.048788
76.95817877,97.73926498,0,154.7201097
73.67991822,102.755192,0,154.7009373
72.43394793,108.4632822,0,151.6844157
71.90491646,114.261897,0,142.8053233
72.59583734,119.7161571,26.93009874,142.9046842
73.31566705,124.1380291,142.0486626,146.7127373
75.92902468,127.4730601,310.0258913,146.2816349
83.34413789,129.0146924,442.6656299,150.1243731
92.01678491,128.6183133,557.6194233,164.8861168
98.00380224,126.0664118,575.123568,174.6839714
99.57933311,121.9528748,707.6200062,162.805505
98.37672606,116.7162039,795.5527306,176.2420594
96.59594254,110.5379816,733.2708717,184.0673944
94.83828607,104.5408351,680.2839364,182.7734422
93.21939196,99.15573596,406.7851383,185.7682536
91.97342167,94.76695442,309.4235898,187.0174521
92.41283579,90.72252841,264.8984761,187.0960021
98.28999959,86.94970243,132.420738,176.1578163
99.16304605,84.04635,26.84877853,166.003031
94.29190931,82.50166049,0,161.9534458
92.64699726,83.32971979,0,151.5575344
95.82696783,86.20461823,0,142.2728169
90.06833021,90.64115302,0,138.1877935
81.96229613,96.41819077,0,138.9336418
75.93480645,103.245465,0,140.0368774
72.37034852,111.1958739,0,131.6667755
71.3585397,119.077657,0,130.3303564
69.95646177,126.39786,0,118.0610873
69.97958882,132.8302875,17.5529348,100.6974927
69.83215382,137.7955903,122.8443136,109.0443581
70.786145,140.695895,299.1959637,101.6154698
77.64620879,140.1725389,334.2155531,83.13118045
86.46629081,136.7330141,519.6776265,75.97670315
91.74504197,130.8119145,527.8727474,83.39580686
93.68193314,124.1986525,448.4117446,82.19639838
93.00835755,117.3317299,562.7018363,80.24354877
90.49039903,110.6100972,756.2581303,78.66625215
88.09963934,104.6129611,729.3574617,77.39088543
87.10517581,99.01050396,509.7966012,63.15363106
86.1569664,94.18699623,439.6409222,56.14717812
87.51279022,89.59915992,281.0525174,45.52510576
93.0170302,85.82634435,158.4616045,47.74068116
93.98836666,83.0316865,44.21250285,53.40992468
91.25070109,82.03042813,0,55.0450292
91.63807932,82.74981377,0,55.56635894
94.83539519,84.97261785,0,52.82084777
88.27887404,88.64837417,0,45.73901703
81.20488495,92.90384448,0,42.23028912
75.59079145,98.42691956,0,48.89698332
71.46839323,104.6383928,0,50.72374248
69.49392059,111.324661,0,54.17831446
69.09208771,118.5361904,0,38.27591051
69.54017471,125.1859968,9.191540461,31.43142942
70.23109559,130.9120993,131.4114354,21.40415643
72.94563411,134.5732035,280.2243153,21.78020035
80.15260378,135.4627519,428.974695,21.88451509
90.50485344,133.5448158,393.9863056,16.31326008
97.52102488,128.9279366,542.6505851,13.36977038
99.66605958,122.8581061,393.8213052,14.05662446
98.76410429,115.88251,393.739005,9.889640245
96.50632518,108.6174674,524.8755397,6.978531311
94.56943402,101.7508689,420.1797725,7.355157012
93.28588226,95.71368608,306.355282,9.435684161
91.8548955,90.78150504,165.9842237,9.912444602
93.5576252,86.30236371,87.10066232,13.80885744
100.7212316,82.74692729,52.24951337,17.31757336
102.3141078,80.38701687,9.164672393,21.26406254
99.97538399,80.25524252,0,27.130382
99.00693841,83.03963774,0,23.32159108
101.7474949,87.76218798,0,22.07645037
94.56365225,93.50295391,0,17.20720002
83.87895112,99.3886973,0,14.62901178
76.84543438,104.9117834,0,13.86896634
74.41420233,109.0582689,0,15.43268191
73.94877028,111.2884984,0,16.14366643
74.11933234,112.3050429,0,17.48546369
76.03020556,113.5206534,34.75359871,35.82801973
81.6558626,115.7688745,174.6464458,43.93857866
97.87082165,119.1039374,305.3397794,41.47988588
119.4368039,122.8192845,435.9790128,34.3522759
129.6011462,126.4442507,566.5645461,26.50233883
131.8531436,129.0005359,662.3784907,25.76755986
134.3595386,129.7778174,391.8647002,27.64820626
134.0415415,128.4538078,522.3787334,34.47899115
131.7721989,124.8840372,304.9625784,45.58400872
132.2318492,120.0824486,217.2640546,47.76344993
129.5230924,115.0234343,217.2194544,50.56788848
122.5127027,110.6346852,251.8498428,67.51888456
118.6822836,107.568449,130.460633,83.83977274
124.2587957,106.0780225,43.78202175,90.40186603
121.842018,106.5439111,9.119386277,87.74362893
116.4158319,108.2597784,0,76.60261728
113.6087851,110.6094485,0,75.02557485
114.4673772,113.4843797,0,64.58728323
104.3781978,116.7254218,0,54.15475124
91.76238726,120.2201255,0,44.03611659
83.72862524,124.6563817,0,35.05283613
79.69873525,129.7810359,0,35.85519247
78.49323732,135.8152218,0,37.94099808
78.71872614,142.0486164,0,43.35084926
80.76257996,147.3942358,26.39232737,58.92543835
85.56144464,151.3814147,139.2139553,68.29148894
100.6547413,153.086227,277.4617082,65.82554948
121.792873,152.5629043,363.8103286,57.48325545
130.9425156,149.2320971,260.0716638,41.72696306
133.7958165,143.5283993,303.6584751,47.31408395
136.4930097,136.4804343,346.318784,67.17140046
136.1750127,128.9614404,502.5603828,76.72833784
133.8015983,121.3703682,563.3353379,77.15902563
134.0617777,114.0690561,519.6172263,96.49979191
131.6392183,107.2711072,475.9169148,112.0084147
126.0135612,101.3607919,363.2220271,130.3433315
123.5302933,96.22956874,190.6530866,134.015698
129.2571312,91.80468226,95.30734327,126.953635
125.7129095,87.92321698,17.24261401,120.7620646
119.3500774,84.96567812,0,113.3321987
115.6352936,83.72878333,0,110.5448892
116.141198,83.66925462,0,115.3272152
107.6535675,85.06267819,0,108.0964833
94.44223519,87.57923652,0,103.9568249
85.78982435,91.25471553,0,102.9997447
82.19356671,96.05332929,0,105.096745
81.02275937,101.1093698,0,120.5424042
80.99963231,106.7993557,0,108.1999324
82.88159671,112.144987,9.056873118,112.3133713
88.19214757,116.8929668,51.61386174,122.8066277
102.6754681,120.2280533,68.80473562,137.2143671
123.6083471,121.3350046,120.3843073,141.4423135
133.070205,120.1778923,103.1659633,129.8371391
135.2643847,117.19131,163.765918,130.7916887
137.7910159,112.6430923,155.5918971,121.9179628
136.732953,106.9717408,120.288407,133.166368
133.4749286,100.7935746,129.3069301,140.4943608
133.9259062,94.47043184,249.5217369,143.9267779
130.9598609,88.32459993,155.4681968,133.9293986
125.0942607,81.65350779,163.5707175,131.6166057
122.5358298,75.76150783,103.0019629,141.1656169
127.8203627,71.01058112,68.65437524,147.0432168
124.7011007,67.45518047,26.19187685,154.9454661
118.1272342,65.80186353,0,169.9669995
113.8024742,66.08655894,0,175.1607006
114.8489736,68.74414599,0,182.7744095
106.4538513,73.8328426,0,173.0227607
94.5723249,80.58809469,0,163.6707945
87.18322963,89.15437232,0,154.7745678
83.17357583,98.73510058,0,162.8011005
82.00565936,108.7906239,0,146.1611374
81.91026024,118.5019353,0,136.7428398
83.3094473,125.369157,17.12637371,143.1411061
88.21816551,128.4868871,34.24602741,151.8883605
102.3719255,127.2572521,60.36928409,153.1857655
122.9174262,123.4734296,85.58144845,141.2082928
132.6943903,116.8821227,94.57147139,142.4539831
134.4404833,108.7873983,119.7671057,163.7088233
136.5219185,100.2178799,119.7436056,186.0009372
134.20054,92.91627892,180.0303595,190.1518765
128.7859174,87.60759832,171.8953388,189.4925884
125.9673071,81.93657297,223.1503696,187.1064769
120.6018295,76.11680606,446.213639,190.3573438
115.3519872,69.77177893,402.9530285,184.5116274
113.8198195,64.7492647,300.3572667,179.0968569
117.9884719,61.845981,137.5620511,178.9294993
116.1093983,59.70348681,43.14831014,171.3734816
109.6280401,59.68044462,0,149.1916126
104.1989631,62.13883551,0,135.0528039
105.1471725,67.29617048,0,142.4020904
99.42322547,73.79777364,0,156.3697868
91.1177205,79.79224948,0,144.6003505
84.97459553,86.2935412,0,104.7536938
79.86062466,92.72244217,0,92.12340275
77.99600556,98.97403337,0,84.78507164
77.09694115,104.1206237,0,84.26377996
77.00443291,107.9447023,26.01825641,82.59616929
76.23545821,110.3016563,137.2422503,81.51591995
79.62357231,111.0283487,290.5744417,84.60782993
